./waf --run "evoMCS -runs=3 -walk=0 -verbose=1 -seed=1 -numAp=9 -numSta=16 -duration=10 -dataRate=100000 -technology=1 -frequency=5 -channelWidth=160 -useUdp=1 -useRts=0 -guardInterval=1 -enableObssPd=1 -useExtendedBlockAck=1 -mcs=15"

Flow;source;src_port;destiny;dst_port;proto;direction;tx_packets;tx_bytes;tx_offered_raw;tx_offered_mbps;rx_bytes;rx_throughput_raw;rx_throughput_mbps;mean_delay(ms);mean_jitter(ms);rx_packets;lost_packets;packet_loss_ratio 
19;172.2.0.4;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;66912;53529.600000;0.053530;406.636717;7.968705;984;3078;75.775480
20;172.2.0.5;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;82144;65715.200000;0.065715;375.663624;8.289706;1208;2854;70.260955
21;172.2.0.6;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;111180;88944.000000;0.088944;349.203180;7.220667;1635;2427;59.748892
22;172.2.0.7;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;108188;86550.400000;0.086550;422.970605;8.339895;1591;2471;60.832102
23;172.2.0.8;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;134504;107603.200000;0.107603;374.619060;7.938495;1978;2084;51.304776
24;172.2.0.9;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;93908;75126.400000;0.075126;392.726443;8.128549;1381;2681;66.001969
25;172.2.0.10;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;110092;88073.600000;0.088074;377.404655;8.093455;1619;2443;60.142787
26;172.2.0.11;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;148988;119190.400000;0.119190;395.472527;8.227575;2191;1871;46.061054
27;172.2.0.12;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;272000;217600.000000;0.217600;2.434487;1.776467;4000;62;1.526342
28;172.2.0.13;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;137972;110377.600000;0.110378;417.858479;8.427690;2029;2033;50.049237
29;172.2.0.14;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;103904;83123.200000;0.083123;343.814631;7.716662;1528;2534;62.383063
30;172.2.0.15;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;117572;94057.600000;0.094058;397.910761;7.517330;1729;2333;57.434761
31;172.2.0.16;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;129880;103904.000000;0.103904;410.068728;8.630979;1910;2152;52.978828
32;172.2.0.17;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;131852;105481.600000;0.105482;438.192252;8.214661;1939;2123;52.264894
33;172.3.0.2;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;37196;29756.800000;0.029757;455.927981;8.515825;547;3515;86.533727
34;172.3.0.3;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;81260;65008.000000;0.065008;388.770327;8.054597;1195;2867;70.580995
35;172.3.0.4;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;38420;30736.000000;0.030736;447.293330;12.085290;565;3497;86.090596
36;172.3.0.5;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;103700;82960.000000;0.082960;331.279735;7.525839;1525;2537;62.456918
37;172.3.0.6;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;112880;90304.000000;0.090304;437.100753;7.892404;1660;2402;59.133432
38;172.3.0.7;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;126276;101020.800000;0.101021;412.576018;8.833362;1857;2205;54.283604
39;172.3.0.8;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;123556;98844.800000;0.098845;389.048847;8.371346;1817;2245;55.268341
40;172.3.0.9;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;95132;76105.600000;0.076106;422.707073;7.835227;1399;2663;65.558838
41;172.3.0.10;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;79356;63484.800000;0.063485;389.532806;9.254231;1167;2895;71.270310
42;172.3.0.11;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;151776;121420.800000;0.121421;384.779870;7.927702;2232;1830;45.051699
43;172.3.0.12;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273088;218470.400000;0.218470;3.805086;1.757095;4016;46;1.132447
44;172.3.0.13;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;160956;128764.800000;0.128765;392.185487;7.980030;2367;1695;41.728213
45;172.3.0.14;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;71808;57446.400000;0.057446;410.085612;9.085125;1056;3006;74.002954
46;172.3.0.15;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;137904;110323.200000;0.110323;403.654960;8.283038;2028;2034;50.073855
47;172.3.0.16;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;152184;121747.200000;0.121747;402.453257;8.478617;2238;1824;44.903988
48;172.3.0.17;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;104652;83721.600000;0.083722;420.438954;8.821047;1539;2523;62.112260
49;172.4.0.2;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;73236;58588.800000;0.058589;353.926597;8.193066;1077;2985;73.485968
50;172.4.0.3;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;96084;76867.200000;0.076867;356.930570;7.879730;1413;2649;65.214180
51;172.4.0.4;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;71400;57120.000000;0.057120;417.817551;9.667394;1050;3012;74.150665
52;172.4.0.5;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;107304;85843.200000;0.085843;328.915132;7.649023;1578;2484;61.152142
53;172.4.0.6;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;91120;72896.000000;0.072896;372.858431;7.780452;1340;2722;67.011324
54;172.4.0.7;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;116484;93187.200000;0.093187;447.502123;9.034550;1713;2349;57.828656
55;172.4.0.8;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;119000;95200.000000;0.095200;430.443915;9.742947;1750;2312;56.917774
56;172.4.0.9;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;109956;87964.800000;0.087965;317.186840;8.085782;1617;2445;60.192024
57;172.4.0.10;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;85340;68272.000000;0.068272;409.490573;9.327483;1255;2807;69.103890
58;172.4.0.11;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;79492;63593.600000;0.063594;452.950051;8.867488;1169;2893;71.221073
59;172.4.0.12;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;271796;217436.800000;0.217437;2.814826;1.918354;3997;65;1.600197
60;172.4.0.13;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;107508;86006.400000;0.086006;458.172870;8.801393;1581;2481;61.078287
61;172.4.0.14;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;66300;53040.000000;0.053040;438.425946;8.422562;975;3087;75.997046
62;172.4.0.15;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;120972;96777.600000;0.096778;417.314108;8.126716;1779;2283;56.203840
63;172.4.0.16;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;135524;108419.200000;0.108419;404.550334;8.182466;1993;2069;50.935500
64;172.4.0.17;49153;172.4.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;92684;74147.200000;0.074147;418.857182;8.553380;1363;2699;66.445101
65;172.5.0.2;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;30872;24697.600000;0.024698;432.271593;10.700037;454;3608;88.823240
66;172.5.0.3;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;58548;46838.400000;0.046838;442.070879;8.463671;861;3201;78.803545
67;172.5.0.4;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;101728;81382.400000;0.081382;369.838797;8.103072;1496;2566;63.170852
68;172.5.0.5;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;72216;57772.800000;0.057773;341.165325;8.790759;1062;3000;73.855244
69;172.5.0.6;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;0;0;0;0;0;0;4062;100.000000
70;172.5.0.7;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;124644;99715.200000;0.099715;377.759856;7.430791;1833;2229;54.874446
71;172.5.0.8;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;109004;87203.200000;0.087203;414.653742;8.550512;1603;2459;60.536681
72;172.5.0.9;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;126684;101347.200000;0.101347;376.704044;8.463088;1863;2199;54.135894
73;172.5.0.10;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;92276;73820.800000;0.073821;401.138593;7.196421;1357;2705;66.592811
74;172.5.0.11;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;109616;87692.800000;0.087693;369.341005;8.112311;1612;2450;60.315116
75;172.5.0.12;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273156;218524.800000;0.218525;4.449872;2.002124;4017;45;1.107829
76;172.5.0.13;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;165308;132246.400000;0.132246;405.601932;8.002445;2431;1631;40.152634
77;172.5.0.14;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;91664;73331.200000;0.073331;400.833056;7.851303;1348;2714;66.814377
78;172.5.0.15;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;67660;54128.000000;0.054128;447.209767;11.867537;995;3067;75.504677
79;172.5.0.16;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;146064;116851.200000;0.116851;370.239909;7.924346;2148;1914;47.119645
80;172.5.0.17;49153;172.5.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;65552;52441.600000;0.052442;497.668483;10.709313;964;3098;76.267848
81;172.6.0.2;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;62424;49939.200000;0.049939;408.711454;9.144126;918;3144;77.400295
82;172.6.0.3;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;85000;68000.000000;0.068000;391.667464;9.331097;1250;2812;69.226982
83;172.6.0.4;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;86564;69251.200000;0.069251;390.888762;9.057696;1273;2789;68.660758
84;172.6.0.5;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;53652;42921.600000;0.042922;432.557540;9.524625;789;3273;80.576071
85;172.6.0.6;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;97988;78390.400000;0.078390;366.046652;7.892681;1441;2621;64.524865
86;172.6.0.7;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;117232;93785.600000;0.093786;428.893630;8.842201;1724;2338;57.557853
87;172.6.0.8;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;91868;73494.400000;0.073494;421.438623;9.132707;1351;2711;66.740522
88;172.6.0.9;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;77656;62124.800000;0.062125;445.407040;11.110252;1142;2920;71.885771
89;172.6.0.10;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;89624;71699.200000;0.071699;455.622943;8.842964;1318;2744;67.552930
90;172.6.0.11;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;105264;84211.200000;0.084211;424.696401;9.514023;1548;2514;61.890694
91;172.6.0.12;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273632;218905.600000;0.218906;1.951329;1.618788;4024;38;0.935500
92;172.6.0.13;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;88468;70774.400000;0.070774;476.841407;10.254309;1301;2761;67.971443
93;172.6.0.14;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;74936;59948.800000;0.059949;458.999411;10.407115;1102;2960;72.870507
94;172.6.0.15;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;88536;70828.800000;0.070829;401.980519;9.691846;1302;2760;67.946824
95;172.6.0.16;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;121380;97104.000000;0.097104;478.105784;8.943376;1785;2277;56.056130
96;172.6.0.17;49153;172.6.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;142528;114022.400000;0.114022;336.426097;7.530076;2096;1966;48.399803
97;172.7.0.2;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;92752;74201.600000;0.074202;388.576659;8.217660;1364;2698;66.420483
98;172.7.0.3;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;100436;80348.800000;0.080349;374.714721;7.878423;1477;2585;63.638602
99;172.7.0.4;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;78676;62940.800000;0.062941;414.400826;9.596471;1157;2905;71.516494
100;172.7.0.5;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;84796;67836.800000;0.067837;378.098827;8.959916;1247;2815;69.300837
101;172.7.0.6;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;91052;72841.600000;0.072842;400.439380;8.033595;1339;2723;67.035943
102;172.7.0.7;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;100164;80131.200000;0.080131;447.170754;9.051938;1473;2589;63.737075
103;172.7.0.8;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;138380;110704.000000;0.110704;415.158399;8.835052;2035;2027;49.901526
104;172.7.0.9;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;113968;91174.400000;0.091174;439.719430;9.579676;1676;2386;58.739537
105;172.7.0.10;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;102884;82307.200000;0.082307;388.229036;8.038314;1513;2549;62.752339
106;172.7.0.11;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;131444;105155.200000;0.105155;382.569377;8.118957;1933;2129;52.412605
107;172.7.0.12;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273496;218796.800000;0.218797;1.861412;1.635526;4022;40;0.984737
108;172.7.0.13;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;141168;112934.400000;0.112934;411.086387;8.309595;2076;1986;48.892171
109;172.7.0.14;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;67184;53747.200000;0.053747;377.416774;9.234973;988;3074;75.677006
110;172.7.0.15;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;124168;99334.400000;0.099334;372.560621;8.067635;1826;2236;55.046775
111;172.7.0.16;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;121720;97376.000000;0.097376;389.490329;8.878139;1790;2272;55.933038
112;172.7.0.17;49153;172.7.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;92548;74038.400000;0.074038;430.593502;8.021853;1361;2701;66.494338
113;172.8.0.2;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;80580;64464.000000;0.064464;387.248672;7.755806;1185;2877;70.827179
114;172.8.0.3;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;55420;44336.000000;0.044336;487.034708;9.587270;815;3247;79.935992
115;172.8.0.4;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;99008;79206.400000;0.079206;410.949576;9.408519;1456;2606;64.155588
116;172.8.0.5;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;114376;91500.800000;0.091501;403.832896;8.420232;1682;2380;58.591827
117;172.8.0.6;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;61404;49123.200000;0.049123;432.625399;9.898450;903;3159;77.769572
118;172.8.0.7;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;157148;125718.400000;0.125718;378.875393;8.095182;2311;1751;43.106844
119;172.8.0.8;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;136136;108908.800000;0.108909;387.842475;8.957225;2002;2060;50.713934
120;172.8.0.9;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;86020;68816.000000;0.068816;450.662451;9.345474;1265;2797;68.857706
121;172.8.0.10;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;80580;64464.000000;0.064464;424.962977;8.950398;1185;2877;70.827179
122;172.8.0.11;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;129472;103577.600000;0.103578;379.060707;7.823120;1904;2158;53.126539
123;172.8.0.12;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273496;218796.800000;0.218797;1.786775;1.501429;4022;40;0.984737
124;172.8.0.13;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;120156;96124.800000;0.096125;456.701356;9.084388;1767;2295;56.499261
125;172.8.0.14;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;77928;62342.400000;0.062342;382.208109;8.721669;1146;2916;71.787297
126;172.8.0.15;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;132056;105644.800000;0.105645;330.431397;8.010277;1942;2120;52.191039
127;172.8.0.16;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;125936;100748.800000;0.100749;406.858716;8.471890;1852;2210;54.406696
128;172.8.0.17;49153;172.8.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;95200;76160.000000;0.076160;444.605154;9.548503;1400;2662;65.534220
129;172.9.0.2;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;99824;79859.200000;0.079859;376.422038;8.358116;1468;2594;63.860167
130;172.9.0.3;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;104992;83993.600000;0.083994;410.901407;8.584741;1544;2518;61.989168
131;172.9.0.4;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;87176;69740.800000;0.069741;403.847439;10.039035;1282;2780;68.439193
132;172.9.0.5;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;0;0;0;0;0;0;4062;100.000000
133;172.9.0.6;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;91324;73059.200000;0.073059;362.271467;8.718266;1343;2719;66.937469
134;172.9.0.7;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;112744;90195.200000;0.090195;422.870738;9.766592;1658;2404;59.182669
135;172.9.0.8;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;106624;85299.200000;0.085299;500.358588;9.928968;1568;2494;61.398326
136;172.9.0.9;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;108256;86604.800000;0.086605;403.292472;9.979098;1592;2470;60.807484
137;172.9.0.10;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;0;0;0;0;0;0;4062;100.000000
138;172.9.0.11;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;127636;102108.800000;0.102109;408.974339;8.722253;1877;2185;53.791236
139;172.9.0.12;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273428;218742.400000;0.218742;1.872485;1.496674;4021;41;1.009355
140;172.9.0.13;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;99620;79696.000000;0.079696;467.226187;8.779447;1465;2597;63.934023
141;172.9.0.14;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;77656;62124.800000;0.062125;428.366440;9.668566;1142;2920;71.885771
142;172.9.0.15;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;119340;95472.000000;0.095472;428.835356;8.823698;1755;2307;56.794682
143;172.9.0.16;49153;172.9.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;173740;138992.000000;0.138992;374.494815;7.864145;2555;1507;37.099951
144;172.9.0.17;49153;172.9.0.1;9;UDP;upload;3124;212432;169945.600000;0.169946;96152;76921.600000;0.076922;414.509724;8.101708;1414;1710;54.737516
2.10794
6232.97 # falta multiplicar por 8.0
Flow;source;src_port;destiny;dst_port;proto;direction;tx_packets;tx_bytes;tx_offered_raw;tx_offered_mbps;rx_bytes;rx_throughput_raw;rx_throughput_mbps;mean_delay(ms);mean_jitter(ms);rx_packets;lost_packets;packet_loss_ratio 
1;172.1.0.2;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;95948;76758.400000;0.076758;368.694260;7.702376;1411;2651;65.263417
2;172.1.0.3;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;61472;49177.600000;0.049178;441.450793;8.523945;904;3158;77.744953
3;172.1.0.4;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;117368;93894.400000;0.093894;359.089605;7.386826;1726;2336;57.508616
4;172.1.0.5;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;102136;81708.800000;0.081709;347.395271;7.794993;1502;2560;63.023141
5;172.1.0.6;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;95472;76377.600000;0.076378;382.669059;7.095785;1404;2658;65.435746
6;172.1.0.7;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;120156;96124.800000;0.096125;400.329883;8.624069;1767;2295;56.499261
7;172.1.0.8;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;135592;108473.600000;0.108474;403.476375;8.491367;1994;2068;50.910881
8;172.1.0.9;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;95540;76432.000000;0.076432;413.818589;8.525113;1405;2657;65.411128
9;172.1.0.10;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;67864;54291.200000;0.054291;466.887147;9.866770;998;3064;75.430822
10;172.1.0.11;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;145248;116198.400000;0.116198;345.699229;7.719158;2136;1926;47.415066
11;172.1.0.12;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;272680;218144.000000;0.218144;3.168555;1.837362;4010;52;1.280158
12;172.1.0.13;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;152728;122182.400000;0.122182;378.884842;7.856008;2246;1816;44.707041
13;172.1.0.14;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;0;0;0;0;0;0;4062;100.000000
14;172.1.0.15;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;98464;78771.200000;0.078771;400.030139;9.467369;1448;2614;64.352536
15;172.1.0.16;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;127976;102380.800000;0.102381;400.986799;8.695509;1882;2180;53.668144
16;172.1.0.17;49153;172.1.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;97648;78118.400000;0.078118;450.719929;9.093049;1436;2626;64.647957
17;172.2.0.2;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;79832;63865.600000;0.063866;384.298111;7.514093;1174;2888;71.097981
18;172.2.0.3;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;95744;76595.200000;0.076595;358.574416;8.536306;1408;2654;65.337272
19;172.2.0.4;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;84184;67347.200000;0.067347;378.245939;9.123139;1238;2824;69.522403
20;172.2.0.5;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;53720;42976.000000;0.042976;483.248795;9.629022;790;3272;80.551452
21;172.2.0.6;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;64532;51625.600000;0.051626;419.332163;8.454350;949;3113;76.637125
22;172.2.0.7;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;105196;84156.800000;0.084157;457.126494;9.759280;1547;2515;61.915313
23;172.2.0.8;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;117912;94329.600000;0.094330;371.818446;8.849776;1734;2328;57.311669
24;172.2.0.9;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;0;0;0;0;0;0;4062;100.000000
25;172.2.0.10;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;107168;85734.400000;0.085734;407.129646;8.631395;1576;2486;61.201379
26;172.2.0.11;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;123216;98572.800000;0.098573;445.354052;8.913958;1812;2250;55.391433
27;172.2.0.12;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;273496;218796.800000;0.218797;2.292418;1.835757;4022;40;0.984737
28;172.2.0.13;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;94656;75724.800000;0.075725;432.577252;9.543902;1392;2670;65.731167
29;172.2.0.14;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;82348;65878.400000;0.065878;386.999132;7.326442;1211;2851;70.187100
30;172.2.0.15;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;90440;72352.000000;0.072352;424.031850;8.993854;1330;2732;67.257509
31;172.2.0.16;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;114512;91609.600000;0.091610;433.920425;8.817756;1684;2378;58.542590
32;172.2.0.17;49153;172.2.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;106284;85027.200000;0.085027;430.167970;8.543293;1563;2499;61.521418
33;172.3.0.2;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;86972;69577.600000;0.069578;348.341412;7.855312;1279;2783;68.513048
34;172.3.0.3;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;51476;41180.800000;0.041181;460.955466;9.190657;757;3305;81.363860
35;172.3.0.4;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;68272;54617.600000;0.054618;408.470029;7.521084;1004;3058;75.283112
36;172.3.0.5;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;54876;43900.800000;0.043901;440.564081;9.401648;807;3255;80.132939
37;172.3.0.6;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;99416;79532.800000;0.079533;369.083477;7.777095;1462;2600;64.007878
38;172.3.0.7;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;70108;56086.400000;0.056086;511.641603;9.252149;1031;3031;74.618415
39;172.3.0.8;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;123420;98736.000000;0.098736;443.140000;9.617934;1815;2247;55.317578
40;172.3.0.9;49153;172.3.0.1;9;UDP;upload;4062;276216;220972.800000;0.220973;148920;119136.000000;0.119136;407.269657;7.724548;2190;1872;46.085672
